"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.image_url","Answer.algorithms.alg1","Answer.algorithms.alg2","Answer.algorithms.none","Approve","Reject"
"3E9VAUV7C400O89EDCDVV7ZUK3VAYQ","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:05 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:05 PDT 2021","","","33LKR6A5KN6A0IVEXP251890G8CT1X","A3U5D83UGFY23Y","Submitted","Mon Jun 14 06:10:19 PDT 2021","Mon Jun 14 06:10:25 PDT 2021","Sat Jun 19 06:10:25 PDT 2021","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","388_2pruned_3-chainsaw_nonpruned.png","true","false","false"
"3ZUE82NE1ING5TZ4BO1TAVMJO458FN","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:05 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:05 PDT 2021","","","3BEFOD78WFFNFM2DBAKVDSLBYKQM42","A2KLWSLNAXJUAZ","Submitted","Mon Jun 14 06:09:00 PDT 2021","Mon Jun 14 06:09:38 PDT 2021","Sat Jun 19 06:09:38 PDT 2021","","","","38","0% (0/0)","0% (0/0)","0% (0/0)","64_32pruned_7-gaspump_nonpruned.png","true","false","false"
"3CVDZS289PMVQI185PBCFDNE89UFMI","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:05 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:05 PDT 2021","","","3E337GFOLIU99KGXIC1WZW7ETF8NGP","A3T1M3NZ5UIA56","Submitted","Mon Jun 14 06:06:18 PDT 2021","Mon Jun 14 06:06:36 PDT 2021","Sat Jun 19 06:06:36 PDT 2021","","","","18","0% (0/0)","0% (0/0)","0% (0/0)","221_2pruned_8-golfball_nonpruned.png","false","true","false"
"38O9DZ0A7A990L44UEPO6YW395A62F","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:05 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:05 PDT 2021","","","3FTYUGLFS3727B00CM42ZU4VP2T5D8","A1HDYTLK36Y0G5","Submitted","Mon Jun 14 06:07:09 PDT 2021","Mon Jun 14 06:07:22 PDT 2021","Sat Jun 19 06:07:22 PDT 2021","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","219_2pruned_7-gaspump_nonpruned.png","true","false","false"
"3SD15I2WEAGYL30NYE3TP81VFJA63Q","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:06 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:06 PDT 2021","","","33JKGHPFYLG91UCJTFZRC1RBP1KNMX","A6B55HA085S5V","Submitted","Mon Jun 14 06:06:42 PDT 2021","Mon Jun 14 06:07:06 PDT 2021","Sat Jun 19 06:07:06 PDT 2021","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","361_2pruned_5-frenchhorn_nonpruned.png","false","true","false"
"374UMBUHODBS017INKMNTLX354YCT5","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:06 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:06 PDT 2021","","","3E337GFOLIU99KGXIC1WZW7ETF9NGQ","A21DHQV0B6WUT6","Submitted","Mon Jun 14 06:10:23 PDT 2021","Mon Jun 14 06:10:50 PDT 2021","Sat Jun 19 06:10:50 PDT 2021","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","470_nonpruned_9-parachute_32pruned.png","false","true","false"
"3NRZ1LDP84S7G2PLYHXBZ9XRPJYPZB","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:06 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:06 PDT 2021","","","3QY7M81QHG8P8LKTSW5M1RDH0HKK7E","A1NF6PELRKACS9","Submitted","Mon Jun 14 06:05:45 PDT 2021","Mon Jun 14 06:06:09 PDT 2021","Sat Jun 19 06:06:09 PDT 2021","","","","24","0% (0/0)","0% (0/0)","0% (0/0)","17_nonpruned_4-church_32pruned.png","true","false","false"
"3JVP4ZJHEXEIXVWRHSUZKDTTLYLI01","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:06 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:06 PDT 2021","","","3VBEN272MTL6PX82Q8IIYQHKGEGSG6","A382OPA6G1896W","Submitted","Mon Jun 14 06:06:19 PDT 2021","Mon Jun 14 06:06:45 PDT 2021","Sat Jun 19 06:06:45 PDT 2021","","","","26","0% (0/0)","0% (0/0)","0% (0/0)","275_2pruned_4-church_nonpruned.png","false","true","false"
"3YO4AH2FQL6VETKAU0Z8TFKFC81Q0B","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:06 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:06 PDT 2021","","","3S06PH7KS0Q3JTZHBZ2QW4REDMOD1Y","A1Y1DVHPPIC56B","Submitted","Mon Jun 14 06:09:45 PDT 2021","Mon Jun 14 06:10:00 PDT 2021","Sat Jun 19 06:10:00 PDT 2021","","","","15","100% (63/63)","100% (63/63)","100% (63/63)","177_nonpruned_0-fish_2pruned.png","false","true","false"
"341YLJU22QLPT5Z5WFYD31M8IW5I2L","3PCDMC3F6DN59SXJPT3VRQ1F5NDX22","Given two Pictures, decide which Algorithm is more Reasonable","This experiment investigates the reasonability of algorithms when they classify images. You will decide which of the algorithms makes a more reasonable decision based on the parts of the image it uses for its decision.","AI, explainability, machine learning, images","$0.01","Mon Jun 14 06:05:06 PDT 2021","1","BatchId:4475349;OriginalHitTemplateId:928390877;","300","432000","Mon Jun 21 06:05:06 PDT 2021","","","3VELCLL3GT50HDDD25XGK4UZPZ41FX","ABHYV4JBUVOYS","Submitted","Mon Jun 14 06:07:45 PDT 2021","Mon Jun 14 06:08:29 PDT 2021","Sat Jun 19 06:08:29 PDT 2021","","","","44","0% (0/0)","0% (0/0)","0% (0/0)","319_nonpruned_9-parachute_2pruned.png","true","false","false"
